Name_链接,Name,DateModified,Size,Type,字段1_链接
https://s3.amazonaws.com/tripdata/202201-citibike-tripdata.csv.zip,202201-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:18:06 pm",35.60 MB,ZIP file,https://s3.amazonaws.com/tripdata/202201-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202202-citibike-tripdata.csv.zip,202202-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:18:06 pm",43.43 MB,ZIP file,https://s3.amazonaws.com/tripdata/202202-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202203-citibike-tripdata.csv.zip,202203-citibike-tripdata.csv.zip,"Apr 6th 2022, 06:18:44 pm",66.43 MB,ZIP file,https://s3.amazonaws.com/tripdata/202203-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202204-citibike-tripdata.csv.zip,202204-citibike-tripdata.csv.zip,"May 3rd 2022, 05:38:32 pm",80.67 MB,ZIP file,https://s3.amazonaws.com/tripdata/202204-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202205-citibike-tripdata.csv.zip,202205-citibike-tripdata.csv.zip,"Jun 4th 2022, 03:14:47 am",102.49 MB,ZIP file,https://s3.amazonaws.com/tripdata/202205-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202206-citbike-tripdata.csv.zip,202206-citbike-tripdata.csv.zip,"Jul 15th 2022, 04:33:07 pm",122.30 MB,ZIP file,https://s3.amazonaws.com/tripdata/202206-citbike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202207-citbike-tripdata.csv.zip,202207-citbike-tripdata.csv.zip,"Aug 4th 2022, 06:17:49 pm",116.68 MB,ZIP file,https://s3.amazonaws.com/tripdata/202207-citbike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202208-citibike-tripdata.csv.zip,202208-citibike-tripdata.csv.zip,"Sep 8th 2022, 11:29:33 pm",132.81 MB,ZIP file,https://s3.amazonaws.com/tripdata/202208-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202209-citibike-tripdata.csv.zip,202209-citibike-tripdata.csv.zip,"Oct 11th 2022, 05:50:44 pm",124.55 MB,ZIP file,https://s3.amazonaws.com/tripdata/202209-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202210-citibike-tripdata.csv.zip,202210-citibike-tripdata.csv.zip,"Nov 8th 2022, 10:59:10 pm",115.89 MB,ZIP file,https://s3.amazonaws.com/tripdata/202210-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202211-citibike-tripdata.csv.zip,202211-citibike-tripdata.csv.zip,"Dec 5th 2022, 08:32:23 pm",97.10 MB,ZIP file,https://s3.amazonaws.com/tripdata/202211-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/202212-citibike-tripdata.csv.zip,202212-citibike-tripdata.csv.zip,"Jan 3rd 2023, 08:37:42 pm",61.15 MB,ZIP file,https://s3.amazonaws.com/tripdata/202212-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201509-citibike-tripdata.csv.zip,JC-201509-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:34 pm",125 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201509-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201510-citibike-tripdata.csv.zip,JC-201510-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:35 pm",357 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201510-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201511-citibike-tripdata.csv.zip,JC-201511-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:37 pm",281 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201511-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201512-citibike-tripdata.csv.zip,JC-201512-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:38 pm",222 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201512-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201601-citibike-tripdata.csv.zip,JC-201601-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:38 pm",141 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201601-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201602-citibike-tripdata.csv.zip,JC-201602-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:38 pm",156 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201602-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201603-citibike-tripdata.csv.zip,JC-201603-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:39 pm",253 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201603-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201604-citibike-tripdata.csv.zip,JC-201604-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:39 pm",304 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201604-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201605-citibike-tripdata.csv.zip,JC-201605-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:40 pm",361 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201605-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201606-citibike-tripdata.csv.zip,JC-201606-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:40 pm",442 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201606-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201607-citibike-tripdata.csv.zip,JC-201607-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:41 pm",455 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201607-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201608-citibike-tripdata.csv.zip,JC-201608-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:41 pm",651 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201608-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201609-citibike-tripdata.csv.zip,JC-201609-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:42 pm",637 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201609-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201610-citibike-tripdata.csv.zip,JC-201610-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:42 pm",568 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201610-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201611-citibike-tripdata.csv.zip,JC-201611-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:43 pm",424 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201611-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201612-citibike-tripdata.csv.zip,JC-201612-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:43 pm",298 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201612-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201701-citibike-tripdata.csv.zip,JC-201701-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:43 pm",255 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201701-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201702-citibike-tripdata.csv.zip,JC-201702-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:44 pm",275 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201702-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201703-citibike-tripdata.csv.zip,JC-201703-citibike-tripdata.csv.zip,"Apr 6th 2017, 10:01:44 pm",241 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201703-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201704-citibike-tripdata.csv.zip,JC-201704-citibike-tripdata.csv.zip,"Aug 1st 2017, 05:20:54 pm",432 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201704-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201705-citibike-tripdata.csv.zip,JC-201705-citibike-tripdata.csv.zip,"Aug 1st 2017, 05:20:55 pm",529 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201705-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201706-citibike-tripdata.csv.zip,JC-201706-citibike-tripdata.csv.zip,"Aug 1st 2017, 05:20:56 pm",647 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201706-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201707-citibike-tripdata.csv.zip,JC-201707-citibike-tripdata.csv.zip,"Aug 1st 2017, 05:20:57 pm",676 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201707-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201708%20citibike-tripdata.csv.zip,JC-201708 citibike-tripdata.csv.zip,"Oct 3rd 2017, 04:52:49 pm",711 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201708%20citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201709-citibike-tripdata.csv.zip,JC-201709-citibike-tripdata.csv.zip,"Oct 3rd 2017, 04:52:49 pm",667 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201709-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201710-citibike-tripdata.csv.zip,JC-201710-citibike-tripdata.csv.zip,"Jan 31st 2018, 09:15:18 pm",703 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201710-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201711-citibike-tripdata.csv.zip,JC-201711-citibike-tripdata.csv.zip,"Jan 31st 2018, 09:15:19 pm",477 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201711-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201712-citibike-tripdata.csv.zip,JC-201712-citibike-tripdata.csv.zip,"Jan 31st 2018, 09:15:19 pm",324 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201712-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201801-citibike-tripdata.csv.zip,JC-201801-citibike-tripdata.csv.zip,"Sep 6th 2018, 07:44:38 pm",328 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201801-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201802-citibike-tripdata.csv.zip,JC-201802-citibike-tripdata.csv.zip,"Sep 6th 2018, 07:44:38 pm",389 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201802-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201803-citibike-tripdata.csv.zip,JC-201803-citibike-tripdata.csv.zip,"Sep 6th 2018, 07:44:39 pm",443 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201803-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201804-citibike-tripdata.csv.zip,JC-201804-citibike-tripdata.csv.zip,"Sep 6th 2018, 07:44:39 pm",614 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201804-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201805-citibike-tripdata.csv.zip,JC-201805-citibike-tripdata.csv.zip,"Sep 6th 2018, 07:44:40 pm",888 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201805-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201806-citibike-tripdata.csv.zip,JC-201806-citibike-tripdata.csv.zip,"Sep 6th 2018, 07:44:40 pm",1.08 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201806-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201807-citibike-tripdata.csv.zip,JC-201807-citibike-tripdata.csv.zip,"Sep 6th 2018, 07:44:41 pm",1.11 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201807-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201808-citibike-tripdata.csv.zip,JC-201808-citibike-tripdata.csv.zip,"Sep 12th 2018, 07:58:07 pm",1.17 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201808-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201809-citibike-tripdata.csv.zip,JC-201809-citibike-tripdata.csv.zip,"Oct 3rd 2018, 07:48:13 pm",1.03 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201809-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201810-citibike-tripdata.csv.zip,JC-201810-citibike-tripdata.csv.zip,"Nov 7th 2018, 07:44:39 pm",1.03 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201810-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201811-citibike-tripdata.csv.zip,JC-201811-citibike-tripdata.csv.zip,"Dec 4th 2018, 04:27:38 pm",640 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201811-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201812-citibike-tripdata.csv.zip,JC-201812-citibike-tripdata.csv.zip,"Jan 8th 2019, 08:51:15 pm",521 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201812-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201901-citibike-tripdata.csv.zip,JC-201901-citibike-tripdata.csv.zip,"Feb 11th 2019, 02:43:41 pm",506 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201901-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201902-citibike-tripdata.csv.zip,JC-201902-citibike-tripdata.csv.zip,"Mar 4th 2019, 04:21:48 pm",480 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201902-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201903-citibike-tripdata.csv.zip,JC-201903-citibike-tripdata.csv.zip,"Apr 15th 2019, 07:34:52 pm",609 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201903-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201904-citibike-tripdata.csv.zip,JC-201904-citibike-tripdata.csv.zip,"May 6th 2019, 08:07:33 pm",847 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201904-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201905-citibike-tripdata.csv.zip,JC-201905-citibike-tripdata.csv.zip,"Jun 11th 2019, 08:37:55 pm",910 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201905-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201906-citibike-tripdata.csv.zip,JC-201906-citibike-tripdata.csv.zip,"Jul 15th 2019, 06:42:09 pm",1.02 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201906-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201907-citibike-tripdata.csv.zip,JC-201907-citibike-tripdata.csv.zip,"Aug 5th 2019, 10:34:01 pm",1.13 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201907-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201908-citibike-tripdata.csv.zip,JC-201908-citibike-tripdata.csv.zip,"Sep 18th 2019, 09:33:15 pm",1.26 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201908-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201909-citibike-tripdata.csv.zip,JC-201909-citibike-tripdata.csv.zip,"Oct 11th 2019, 08:42:04 pm",1.27 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201909-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201910-citibike-tripdata.csv.zip,JC-201910-citibike-tripdata.csv.zip,"Nov 5th 2019, 10:10:56 pm",1.09 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201910-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201911-citibike-tripdata.csv.zip,JC-201911-citibike-tripdata.csv.zip,"Dec 20th 2019, 06:44:56 pm",781 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201911-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-201912-citibike-tripdata.csv.zip,JC-201912-citibike-tripdata.csv.zip,"Jan 21st 2020, 09:23:33 pm",505 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-201912-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202001-citibike-tripdata.csv.zip,JC-202001-citibike-tripdata.csv.zip,"Feb 4th 2020, 07:05:47 pm",663 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202001-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202002-citibike-tripdata.csv.zip,JC-202002-citibike-tripdata.csv.zip,"Mar 24th 2020, 08:07:53 pm",585 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202002-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202003-citibike-tripdata.csv.zip,JC-202003-citibike-tripdata.csv.zip,"Apr 18th 2020, 12:58:04 am",454 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202003-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202004-citibike-tripdata.csv.zip,JC-202004-citibike-tripdata.csv.zip,"May 27th 2020, 01:18:16 am",240 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202004-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202005-citibike-tripdata.csv.zip,JC-202005-citibike-tripdata.csv.zip,"Jun 5th 2020, 05:09:40 pm",640 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202005-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202006-citibike-tripdata.csv.zip,JC-202006-citibike-tripdata.csv.zip,"Jul 6th 2020, 01:37:53 am",946 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202006-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202007-citibike-tripdata.csv.zip,JC-202007-citibike-tripdata.csv.zip,"Aug 12th 2020, 03:13:32 am",1.02 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202007-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202008-citibike-tripdata.csv.zip,JC-202008-citibike-tripdata.csv.zip,"Sep 4th 2020, 08:37:33 pm",1.14 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202008-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202009-citibike-tripdata.csv.zip,JC-202009-citibike-tripdata.csv.zip,"Oct 13th 2020, 08:56:03 pm",1.42 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202009-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202010-citibike-tripdata.csv.zip,JC-202010-citibike-tripdata.csv.zip,"Nov 4th 2020, 02:51:11 pm",779 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202010-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202011-citibike-tripdata.csv.zip,JC-202011-citibike-tripdata.csv.zip,"Dec 4th 2020, 11:26:04 pm",556 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202011-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202012-citibike-tripdata.csv.zip,JC-202012-citibike-tripdata.csv.zip,"Jan 5th 2021, 02:25:45 pm",308 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202012-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202101-citibike-tripdata.csv.zip,JC-202101-citibike-tripdata.csv.zip,"Feb 8th 2021, 03:11:26 pm",306 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202101-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202102-citibike-tripdata.csv.zip,JC-202102-citibike-tripdata.csv.zip,"Jun 11th 2021, 06:23:13 pm",142 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202102-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202103-citibike-tripdata.csv.zip,JC-202103-citibike-tripdata.csv.zip,"Jun 11th 2021, 06:23:13 pm",463 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202103-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202104-citibike-tripdata.csv.zip,JC-202104-citibike-tripdata.csv.zip,"Jun 11th 2021, 06:23:14 pm",635 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202104-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202105-citibike-tripdata.csv.zip,JC-202105-citibike-tripdata.csv.zip,"Jun 11th 2021, 06:23:16 pm",1.25 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202105-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202106-citibike-tripdata.csv.zip,JC-202106-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:48 pm",2.04 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202106-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202107-citibike-tripdata.csv.zip,JC-202107-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:49 pm",2.43 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202107-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202108-citibike-tripdata.csv.zip,JC-202108-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:50 pm",2.74 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202108-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202109-citibike-tripdata.csv.zip,JC-202109-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:51 pm",2.84 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202109-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202110-citibike-tripdata.csv.zip,JC-202110-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:52 pm",2.60 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202110-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202111-citibike-tripdata.csv.zip,JC-202111-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:53 pm",1.69 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202111-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202112-citibike-tripdata.csv.zip,JC-202112-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:54 pm",1.43 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202112-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202201-citibike-tripdata.csv.zip,JC-202201-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:55 pm",744 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202201-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202202-citibike-tripdata.csv.zip,JC-202202-citibike-tripdata.csv.zip,"Apr 7th 2022, 08:28:55 pm",919 KB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202202-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202203-citibike-tripdata.csv.zip,JC-202203-citibike-tripdata.csv.zip,"Apr 6th 2022, 06:11:46 pm",1.48 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202203-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202204-citibike-tripdata.csv.zip,JC-202204-citibike-tripdata.csv.zip,"May 3rd 2022, 05:38:33 pm",1.85 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202204-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202205-citibike-tripdata.csv.zip,JC-202205-citibike-tripdata.csv.zip,"Jun 4th 2022, 03:19:12 am",2.34 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202205-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202206-citibike-tripdata.csv.zip,JC-202206-citibike-tripdata.csv.zip,"Jul 15th 2022, 04:33:12 pm",3.05 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202206-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202207-citbike-tripdata.csv.zip,JC-202207-citbike-tripdata.csv.zip,"Aug 4th 2022, 06:17:51 pm",3.24 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202207-citbike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202208-citibike-tripdata.csv.zip,JC-202208-citibike-tripdata.csv.zip,"Sep 8th 2022, 11:29:34 pm",3.38 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202208-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202209-citibike-tripdata.csv.zip,JC-202209-citibike-tripdata.csv.zip,"Oct 11th 2022, 05:55:32 pm",3.38 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202209-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202210-citibike-tripdata.csv.zip,JC-202210-citibike-tripdata.csv.zip,"Nov 8th 2022, 11:00:25 pm",2.94 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202210-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202211-citibike-tripdata.csv.zip,JC-202211-citibike-tripdata.csv.zip,"Dec 5th 2022, 08:35:28 pm",2.30 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202211-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/JC-202212-citibike-tripdata.csv.zip,JC-202212-citibike-tripdata.csv.zip,"Jan 3rd 2023, 08:39:20 pm",1.67 MB,ZIP file,https://s3.amazonaws.com/tripdata/JC-202212-citibike-tripdata.csv.zip
https://s3.amazonaws.com/tripdata/index.html,index.html,"Jan 18th 2017, 10:23:41 pm",6 KB,HTML file,https://s3.amazonaws.com/tripdata/index.html
